global_idx,entropy,correct,true_cls_nm,set_size,is_multi,loc_score
3330,0.354401,1,CNV,1,0,0.5746506452560425
3331,0.04696283,1,CNV,1,0,0.7020987272262573
3332,0.042453643,1,CNV,1,0,0.4723190665245056
3333,0.018296044,1,CNV,1,0,0.6956453323364258
3334,0.18376958,1,CNV,1,0,0.609494149684906
3337,0.13810503,1,CNV,1,0,0.6253036260604858
3338,0.044218518,1,CNV,1,0,0.6736594438552856
3339,0.11537431,1,CNV,1,0,0.36128705739974976
3347,0.13280508,1,CNV,1,0,0.6446745991706848
3348,0.05932722,1,CNV,1,0,0.7241371870040894
3349,0.1296987,1,CNV,1,0,0.6608562469482422
3357,0.08979286,1,CNV,1,0,0.7528208494186401
3359,0.09420915,1,CNV,1,0,0.5981648564338684
3361,0.18137676,1,CNV,1,0,0.7116678953170776
3362,0.008369152,1,CNV,1,0,0.5245979428291321
3363,0.22057557,1,CNV,1,0,0.7416420578956604
3365,0.04654889,1,CNV,1,0,0.48775315284729004
3366,0.060177162,1,CNV,1,0,0.38804924488067627
3373,0.0629452,1,CNV,1,0,0.7659107446670532
3375,0.32595968,1,CNV,1,0,0.6099705100059509
3376,0.1610133,1,CNV,1,0,0.585608720779419
3381,0.05265801,1,CNV,1,0,0.19889581203460693
3382,0.19256775,1,CNV,1,0,0.49443790316581726
3383,0.1312072,1,CNV,1,0,0.22306941449642181
3385,0.08130246,1,CNV,1,0,0.7155028581619263
3386,0.11644664,1,CNV,1,0,0.7196212410926819
3387,0.073201284,1,CNV,1,0,0.6422765254974365
3388,0.42871988,1,CNV,1,0,0.6415532231330872
3396,0.019676503,1,CNV,1,0,0.6165729761123657
3397,0.17457083,1,CNV,1,0,0.7401736378669739
3400,0.206968,1,CNV,1,0,0.21140900254249573
3405,0.40847707,1,CNV,1,0,0.5331980586051941
3409,0.10294723,1,CNV,1,0,0.7500694394111633
3412,0.13111189,1,CNV,1,0,0.5974220037460327
3413,0.026757615,1,CNV,1,0,0.5685366988182068
3417,0.029900538,1,CNV,1,0,0.756296694278717
3419,0.21936162,1,CNV,1,0,0.6339359283447266
3422,0.57477117,1,CNV,2,1,0.6292439699172974
3426,0.012575993,1,CNV,1,0,0.8196730613708496
3427,0.020255137,1,CNV,1,0,0.47308504581451416
3429,0.08611015,1,CNV,1,0,0.6901382803916931
3431,0.05285895,1,CNV,1,0,0.6303980946540833
3437,0.12325973,1,CNV,1,0,0.41197699308395386
3438,0.120246425,1,CNV,1,0,0.3675007224082947
3441,0.14141388,1,CNV,1,0,0.5807361006736755
3442,0.1164557,1,CNV,1,0,0.6883468627929688
3448,0.099895455,1,CNV,1,0,0.6429306268692017
3450,0.04904276,1,CNV,1,0,0.7531580328941345
3451,0.04941499,1,CNV,1,0,0.6248195767402649
3453,0.061209504,1,CNV,1,0,0.5848084092140198
3457,0.094704874,1,CNV,1,0,0.5401338934898376
3459,0.071478195,1,CNV,1,0,0.5730518698692322
3460,0.09528193,1,CNV,1,0,0.5694094300270081
3464,0.14631948,1,CNV,1,0,0.7284398674964905
3465,0.025741385,1,CNV,1,0,0.26465433835983276
3466,0.11835864,1,CNV,1,0,0.7030948400497437
3467,0.041885093,1,CNV,1,0,0.5260017514228821
3468,0.012589133,1,CNV,1,0,0.3202730417251587
3472,0.23752922,1,CNV,1,0,0.6794109344482422
3475,0.28737214,1,CNV,1,0,0.4688941538333893
3478,0.16126339,1,CNV,1,0,0.525005042552948
3482,0.038085654,1,CNV,1,0,0.20435893535614014
3485,0.07884027,1,CNV,1,0,0.4981849193572998
3487,0.07599807,1,CNV,1,0,0.7022528648376465
3491,0.27838582,1,CNV,1,0,0.6949712038040161
3494,0.3264394,1,CNV,1,0,0.5093444585800171
3497,0.050250765,1,CNV,1,0,0.6637135744094849
3499,0.07957888,1,CNV,1,0,0.7011998295783997
3500,0.04128313,1,CNV,1,0,0.6510652303695679
3503,0.06667447,1,CNV,1,0,0.3320768475532532
3506,0.10829034,1,CNV,1,0,0.5795750617980957
3507,0.15899254,1,CNV,1,0,0.6963527202606201
3508,0.5988977,1,CNV,1,0,0.5465854406356812
3511,0.2562426,1,CNV,1,0,0.7686770558357239
3513,0.1277192,1,CNV,1,0,0.555964469909668
3515,0.026299765,1,CNV,1,0,0.14519505202770233
3516,0.17095268,1,CNV,1,0,0.502921462059021
3517,0.17809105,1,CNV,1,0,0.6651118993759155
3520,0.07281611,1,CNV,1,0,0.6668204665184021
3521,0.07839796,1,CNV,1,0,0.5690934062004089
3523,0.08407651,1,CNV,1,0,0.7019756436347961
3525,0.04948719,1,CNV,1,0,0.5018247365951538
3531,0.428782,1,CNV,1,0,0.47273868322372437
3535,0.040279295,1,CNV,1,0,0.783332347869873
3538,0.11186451,1,CNV,1,0,0.6372461915016174
3539,0.22494547,1,CNV,1,0,0.5963638424873352
3540,0.0725491,1,CNV,1,0,0.6659765243530273
3541,0.1654584,1,CNV,1,0,0.2543383836746216
3544,0.069860905,1,CNV,1,0,0.6689876914024353
3545,0.13275304,1,CNV,1,0,0.4313583970069885
3547,0.055149138,1,CNV,1,0,0.5216259956359863
3549,0.10186083,1,CNV,1,0,0.6235525608062744
3553,0.26627278,1,CNV,1,0,0.6040782928466797
3554,0.029031197,1,CNV,1,0,0.5552045702934265
3557,0.030964948,1,CNV,1,0,0.7055211067199707
3568,0.0976662,1,CNV,1,0,0.6926049590110779
3570,0.01899734,1,CNV,1,0,0.6680885553359985
3573,0.058143266,1,CNV,1,0,0.7369228601455688
3574,0.33841476,1,CNV,1,0,0.6699198484420776
3577,0.24656895,1,CNV,1,0,0.45667144656181335
3578,0.124053165,1,CNV,1,0,0.422011137008667
3579,0.08137051,1,CNV,1,0,0.7859945893287659
3580,0.04908504,1,CNV,1,0,0.6557252407073975
3583,0.16923226,1,CNV,1,0,0.7325165867805481
3588,0.080580786,1,CNV,1,0,0.8002503514289856
3590,0.12001183,1,CNV,1,0,0.5878002047538757
3597,0.3838868,1,CNV,1,0,0.5991716980934143
3600,0.07637051,1,CNV,1,0,0.5377578139305115
3602,0.08521447,1,CNV,1,0,0.5801144242286682
3603,0.045935627,1,CNV,1,0,0.8006739020347595
3607,0.16063404,1,CNV,1,0,0.4513438940048218
3610,0.25559676,1,CNV,1,0,0.4316999018192291
3612,0.12685339,1,CNV,1,0,0.6894981265068054
3613,0.010767319,1,CNV,1,0,0.5000868439674377
3617,0.021178734,1,CNV,1,0,0.48820924758911133
3618,0.1491944,1,CNV,1,0,0.5450068712234497
3624,0.6922998,0,CNV,2,1,0.6349643468856812
3625,0.08266019,1,CNV,1,0,0.7489681243896484
3627,0.12678641,1,CNV,1,0,0.7582941651344299
3629,0.23474006,1,CNV,1,0,0.6486728191375732
3633,0.04120413,1,CNV,1,0,0.6481170058250427
3634,0.10832608,1,CNV,1,0,0.44400572776794434
3636,0.09799609,1,CNV,1,0,0.5278975963592529
3638,0.037509102,1,CNV,1,0,0.6696737408638
3640,0.24288836,1,CNV,1,0,0.5500187277793884
3641,0.11631139,1,CNV,1,0,0.4239667057991028
3642,0.07955754,1,CNV,1,0,0.6378352046012878
3643,0.12810606,1,CNV,1,0,0.6157760620117188
3645,0.02078294,1,CNV,1,0,0.5579845905303955
3648,0.0371507,1,CNV,1,0,0.7773739695549011
3649,0.1460122,1,CNV,1,0,0.6613051295280457
3650,0.10940425,1,CNV,1,0,0.6458880305290222
3653,0.05220807,1,CNV,1,0,0.4755716323852539
3655,0.10133105,1,CNV,1,0,0.44696369767189026
3656,0.016272752,1,CNV,1,0,0.69349604845047
3658,0.07064611,1,CNV,1,0,0.6714291572570801
3659,0.12080482,1,CNV,1,0,0.5939851999282837
3660,0.076375544,1,CNV,1,0,0.7553706169128418
3665,0.054999895,1,CNV,1,0,0.7387654781341553
3666,0.057127524,1,CNV,1,0,0.7133772373199463
3667,0.14873165,1,CNV,1,0,0.5168464183807373
3673,0.39293402,1,CNV,1,0,0.2320990413427353
3674,0.29211706,1,CNV,1,0,0.30490800738334656
3675,0.018053638,1,CNV,1,0,0.15242959558963776
3677,0.06272522,1,CNV,1,0,0.6167023777961731
3678,0.011611759,1,CNV,1,0,0.5600438714027405
3680,0.26620373,1,CNV,1,0,0.5985799431800842
3684,0.22275159,1,CNV,1,0,0.47892704606056213
3685,0.11187419,1,CNV,1,0,0.6662992238998413
3686,0.478945,1,CNV,1,0,0.3716805577278137
3689,0.12591057,1,CNV,1,0,0.3119383156299591
3693,0.32925928,1,CNV,1,0,0.5801215767860413
3696,0.10054578,1,CNV,1,0,0.4574761390686035
3698,0.12657644,1,CNV,1,0,0.7659791111946106
3701,0.13385247,1,CNV,1,0,0.4895426034927368
3702,0.1438834,1,CNV,1,0,0.791242778301239
3705,0.36762878,1,CNV,1,0,0.7576338052749634
3706,0.120183125,1,CNV,1,0,0.5677981972694397
3710,0.032467544,1,CNV,1,0,0.580570638179779
3712,0.036652505,1,CNV,1,0,0.4661506414413452
3714,0.029630931,1,CNV,1,0,0.7297526597976685
3716,0.13334285,1,CNV,1,0,0.6875237226486206
3717,0.165775,1,CNV,1,0,0.6399070024490356
3720,0.33226404,1,CNV,1,0,0.5545520782470703
3721,0.03562491,1,CNV,1,0,0.6661009788513184
3722,0.075571194,1,CNV,1,0,0.5504887700080872
3723,0.15261197,1,CNV,1,0,0.6759128570556641
3734,0.04285968,1,CNV,1,0,0.766495406627655
3735,0.015752176,1,CNV,1,0,0.2637365162372589
3736,0.11771956,1,CNV,1,0,0.5814874768257141
3739,0.045171227,1,CNV,1,0,0.7053331732749939
3741,0.17516601,1,CNV,1,0,0.47167298197746277
3744,0.07262919,1,CNV,1,0,0.3453684449195862
3745,0.04696999,1,CNV,1,0,0.25463852286338806
3750,0.039632943,1,CNV,1,0,0.5916942954063416
3754,0.06007235,1,CNV,1,0,0.550923228263855
3755,0.10568866,1,CNV,1,0,0.7372971177101135
3759,0.07063015,1,CNV,1,0,0.6982846856117249
3763,0.05618568,1,CNV,1,0,0.7101788520812988
3764,0.010007386,1,CNV,1,0,0.6519083976745605
3766,0.014198464,1,CNV,1,0,0.3995169699192047
3767,0.28833213,1,CNV,1,0,0.4267096221446991
3768,0.03787587,1,CNV,1,0,0.19634917378425598
3772,0.017981075,1,CNV,1,0,0.5336783528327942
3773,0.12696604,1,CNV,1,0,0.5326043367385864
3778,0.10084687,1,CNV,1,0,0.689997673034668
3782,0.116995625,1,CNV,1,0,0.5729207992553711
3783,0.025679005,1,CNV,1,0,0.47452688217163086
3784,0.20814389,1,CNV,1,0,0.6603215932846069
3785,0.060280666,1,CNV,1,0,0.5496042966842651
3786,0.028989837,1,CNV,1,0,0.624202311038971
3788,0.5019741,1,CNV,1,0,0.2581585943698883
3789,0.13368858,1,CNV,1,0,0.5683373808860779
3793,0.06746771,1,CNV,1,0,0.45550474524497986
3796,0.026712952,1,CNV,1,0,0.4614117741584778
3797,0.12942415,1,CNV,1,0,0.6949882507324219
3798,0.20853102,1,CNV,1,0,0.5425345301628113
3800,0.09624341,1,CNV,1,0,0.5808680057525635
3803,0.17042786,1,CNV,1,0,0.6329136490821838
3805,0.08369154,1,CNV,1,0,0.49050676822662354
3806,0.066954605,1,CNV,1,0,0.7046939730644226
3807,0.15435547,1,CNV,1,0,0.5680919885635376
3812,0.05353563,1,CNV,1,0,0.42342475056648254
3816,0.034167614,1,CNV,1,0,0.5984900593757629
3818,0.44275355,1,CNV,1,0,0.6403363347053528
3821,0.039435953,1,CNV,1,0,0.5779430866241455
3825,0.07326947,1,CNV,1,0,0.6613654494285583
3827,0.1315193,1,CNV,1,0,0.6987369060516357
3829,0.16242881,1,CNV,1,0,0.6156874895095825
3830,0.068732314,1,CNV,1,0,0.5658544898033142
3835,0.02589412,1,CNV,1,0,0.6750145554542542
3838,0.6091534,0,CNV,2,1,0.6570463180541992
3839,0.07501743,1,CNV,1,0,0.5639162063598633
3840,0.043569468,1,CNV,1,0,0.5840109586715698
3841,0.032674816,1,CNV,1,0,0.47267183661460876
3844,0.24066785,1,CNV,1,0,0.6055447459220886
3849,0.11058637,1,CNV,1,0,0.512283980846405
3850,0.03323495,1,CNV,1,0,0.49672794342041016
3853,0.01414086,1,CNV,1,0,0.6642776727676392
3856,0.04638175,1,CNV,1,0,0.7107596397399902
3859,0.032413345,1,CNV,1,0,0.43927001953125
3862,0.091379054,1,CNV,1,0,0.47914546728134155
3864,0.034403246,1,CNV,1,0,0.6402366161346436
3865,0.22639705,1,CNV,1,0,0.6180535554885864
3872,0.04182746,1,CNV,1,0,0.5366790890693665
3873,0.02650341,1,CNV,1,0,0.6284347176551819
3877,0.032940507,1,CNV,1,0,0.5515157580375671
3887,0.047040157,1,CNV,1,0,0.7798717021942139
3889,0.02075545,1,CNV,1,0,0.4910678267478943
3895,0.11502216,1,CNV,1,0,0.6721503138542175
3897,0.062149286,1,CNV,1,0,0.5586779713630676
3898,0.020633167,1,CNV,1,0,0.7421309947967529
3899,0.26597476,1,CNV,1,0,0.6870917081832886
3905,0.21466134,1,CNV,1,0,0.8065458536148071
3906,0.046858437,1,CNV,1,0,0.5248910784721375
3907,0.07006007,1,CNV,1,0,0.3359096646308899
3909,0.0772494,1,CNV,1,0,0.5290204882621765
3910,0.19628619,1,CNV,1,0,0.5529978275299072
3916,0.039859068,1,CNV,1,0,0.5798752307891846
3917,0.6382427,1,CNV,2,1,0.484464555978775
3920,0.03360726,1,CNV,1,0,0.5652631521224976
3921,0.06713473,1,CNV,1,0,0.12401635199785233
3922,0.055142988,1,CNV,1,0,0.4926563799381256
3929,0.056041487,1,CNV,1,0,0.5324810743331909
3930,0.36679325,1,CNV,1,0,0.43877217173576355
3934,0.69050163,0,CNV,2,1,0.5172304511070251
3937,0.3694568,1,CNV,1,0,0.5472363829612732
3938,0.15328914,1,CNV,1,0,0.6292948722839355
3939,0.08693909,1,CNV,1,0,0.7443819046020508
3940,0.06674312,1,CNV,1,0,0.6452996134757996
3942,0.3915928,1,CNV,1,0,0.21390525996685028
3950,0.06554075,1,CNV,1,0,0.5503020882606506
3952,0.013816243,1,CNV,1,0,0.45123037695884705
3955,0.14042592,1,CNV,1,0,0.693892776966095
3958,0.042636573,1,CNV,1,0,0.656872034072876
3962,0.063867345,1,CNV,1,0,0.1668667495250702
3963,0.110756926,1,CNV,1,0,0.7990660071372986
3968,0.15112275,1,CNV,1,0,0.6259604692459106
3972,0.1612232,1,CNV,1,0,0.6638273000717163
3973,0.5231848,1,CNV,2,1,0.2805849015712738
3974,0.021279145,1,CNV,1,0,0.5829562544822693
3975,0.047840286,1,CNV,1,0,0.595467746257782
3976,0.027325246,1,CNV,1,0,0.4689827263355255
3978,0.029314945,1,CNV,1,0,0.5938754677772522
3982,0.032025803,1,CNV,1,0,0.4893958270549774
3985,0.07006849,1,CNV,1,0,0.6585832238197327
3988,0.0252584,1,CNV,1,0,0.5895029902458191
3989,0.40306875,0,CNV,1,0,0.269243061542511
3990,0.074411795,1,CNV,1,0,0.6301923394203186
3991,0.05341402,1,CNV,1,0,0.504503071308136
3992,0.026447376,1,CNV,1,0,0.5175032615661621
3993,0.07026967,1,CNV,1,0,0.7095126509666443
3998,0.06276366,1,CNV,1,0,0.7276345491409302
4002,0.028046977,1,CNV,1,0,0.5844096541404724
4004,0.05529234,1,CNV,1,0,0.7622950077056885
4005,0.015064105,1,CNV,1,0,0.5771238207817078
4007,0.07455558,1,CNV,1,0,0.5628158450126648
4011,0.34290355,1,CNV,1,0,0.6911269426345825
4012,0.17409635,1,CNV,1,0,0.5161461234092712
4018,0.07219903,1,CNV,1,0,0.4919224977493286
4020,0.08659535,1,CNV,1,0,0.5156055688858032
4023,0.21499617,1,CNV,1,0,0.6107015609741211
4030,0.2503459,1,CNV,1,0,0.7152894139289856
4032,0.39499468,1,CNV,1,0,0.5553514957427979
4041,0.10839852,1,CNV,1,0,0.532729983329773
4043,0.17578435,1,CNV,1,0,0.5517973303794861
4044,0.05882593,1,CNV,1,0,0.4889023005962372
4053,0.16657425,1,CNV,1,0,0.7096380591392517
4055,0.057695657,1,CNV,1,0,0.6518346667289734
4056,0.090875566,1,CNV,1,0,0.5342913269996643
4060,0.09637712,1,CNV,1,0,0.5221123695373535
4064,0.093084455,1,CNV,1,0,0.542249858379364
4065,0.14018731,1,CNV,1,0,0.4202045202255249
4068,0.02633738,1,CNV,1,0,0.36223936080932617
4071,0.24359956,1,CNV,1,0,0.6726142764091492
4072,0.054870423,1,CNV,1,0,0.527250349521637
4074,0.09299068,1,CNV,1,0,0.20245879888534546
4076,0.13046446,1,CNV,1,0,0.504246175289154
4079,0.028228436,1,CNV,1,0,0.6086273193359375
4080,0.026138673,1,CNV,1,0,0.4045434296131134
4082,0.035907343,1,CNV,1,0,0.6667839288711548
4083,0.010515357,1,CNV,1,0,0.4316690266132355
4085,0.58425796,1,CNV,2,1,0.7550657391548157
4086,0.13564101,1,CNV,1,0,0.34530526399612427
4087,0.2456171,1,CNV,1,0,0.4356864094734192
4091,0.59558195,1,CNV,2,1,0.6157900094985962
4092,0.023342848,1,CNV,1,0,0.584669828414917
4093,0.11932627,1,CNV,1,0,0.6220977306365967
4099,0.04607189,1,CNV,1,0,0.24932421743869781
4100,0.16344465,1,CNV,1,0,0.3801879286766052
4103,0.04875808,1,CNV,1,0,0.5817536115646362
4104,0.07626913,1,CNV,1,0,0.8135574460029602
4108,0.08535507,1,CNV,1,0,0.5550130605697632
4109,0.02689809,1,CNV,1,0,0.6003672480583191
4111,0.23650627,1,CNV,1,0,0.6399340629577637
4113,0.043966554,1,CNV,1,0,0.8176053762435913
4116,0.13139383,1,CNV,1,0,0.7164504528045654
4117,0.10459614,1,CNV,1,0,0.4902770221233368
4120,0.12340518,1,CNV,1,0,0.5946921110153198
4122,0.25205836,1,CNV,1,0,0.6796529293060303
4125,0.08626202,1,CNV,1,0,0.59670490026474
4128,0.18543735,1,CNV,1,0,0.31822019815444946
4129,0.06216865,1,CNV,1,0,0.4660874009132385
4130,0.22205976,1,CNV,1,0,0.5798161625862122
4133,0.050079457,1,CNV,1,0,0.7335435152053833
4134,0.17469153,1,CNV,1,0,0.7385690212249756
4135,0.06543439,1,CNV,1,0,0.4981849193572998
4137,0.017191773,1,CNV,1,0,0.2798020839691162
4138,0.35024634,1,CNV,1,0,0.5348947644233704
4140,0.019362204,1,CNV,1,0,0.6529753804206848
4145,0.07591333,1,CNV,1,0,0.6739912629127502
4147,0.064667,1,CNV,1,0,0.5241207480430603
4151,0.45752195,1,CNV,1,0,0.44524404406547546
4153,0.11644804,1,CNV,1,0,0.5029730796813965
4154,0.055860687,1,CNV,1,0,0.7086606621742249
4155,0.011560552,1,CNV,1,0,0.14071479439735413
4157,0.12142693,1,CNV,1,0,0.7305245995521545
4159,0.06995528,1,CNV,1,0,0.55675208568573
4161,0.09317945,1,CNV,1,0,0.5199525952339172
4164,0.12801397,1,CNV,1,0,0.4975842237472534
4165,0.29982582,1,CNV,1,0,0.6194179058074951
4168,0.066865854,1,CNV,1,0,0.12951213121414185
4170,0.11658014,1,CNV,1,0,0.5413132309913635
4172,0.08361707,1,CNV,1,0,0.5537785887718201
4178,0.07783229,1,CNV,1,0,0.5462113618850708
4181,0.042767312,1,CNV,1,0,0.4418048560619354
4182,0.08972709,1,CNV,1,0,0.5300707221031189
4183,0.13366592,1,CNV,1,0,0.43046626448631287
4184,0.08066128,1,CNV,1,0,0.6701077818870544
4186,0.023766978,1,CNV,1,0,0.4082762598991394
4193,0.065398864,1,CNV,1,0,0.559808075428009
4194,0.10331199,1,CNV,1,0,0.6875945925712585
4197,0.21744713,1,CNV,1,0,0.8061940670013428
4198,0.0716745,1,CNV,1,0,0.2806374430656433
4202,0.047334407,1,CNV,1,0,0.5811287760734558
4203,0.019272,1,CNV,1,0,0.5877224206924438
4204,0.17110266,1,CNV,1,0,0.46796274185180664
4207,0.03679703,1,CNV,1,0,0.6718875765800476
4208,0.14664516,1,CNV,1,0,0.7351012229919434
4216,0.61427665,0,CNV,2,1,0.7339370250701904
4227,0.3575582,1,CNV,1,0,0.4683944582939148
4230,0.07207832,1,CNV,1,0,0.5495746731758118
4233,0.05843157,1,CNV,1,0,0.5891145467758179
4239,0.09830161,1,CNV,1,0,0.7063848376274109
4241,0.06113108,1,CNV,1,0,0.47061365842819214
4242,0.35035047,1,CNV,1,0,0.591903805732727
4246,0.13604997,1,CNV,1,0,0.6823066473007202
4247,0.24479528,1,CNV,1,0,0.618043839931488
4248,0.036990426,1,CNV,1,0,0.7944165468215942
4250,0.0353574,1,CNV,1,0,0.6293962001800537
4255,0.0763216,1,CNV,1,0,0.5943407416343689
4273,0.23160447,1,CNV,1,0,0.6105178594589233
4276,0.04518118,1,CNV,1,0,0.43701931834220886
4283,0.077818826,1,CNV,1,0,0.7537538409233093
4285,0.032101147,1,CNV,1,0,0.742863655090332
4291,0.15054809,1,CNV,1,0,0.6618261337280273
4295,0.013705745,1,CNV,1,0,0.3853157162666321
4300,0.04881758,1,CNV,1,0,0.6600282788276672
4301,0.171795,1,CNV,1,0,0.5831785202026367
4302,0.08949365,1,CNV,1,0,0.5411605834960938
4303,0.12745398,1,CNV,1,0,0.7536226511001587
4308,0.09228863,1,CNV,1,0,0.5945252180099487
4310,0.0505205,1,CNV,1,0,0.5424919724464417
4312,0.07843273,1,CNV,1,0,0.47853466868400574
4316,0.039131477,1,CNV,1,0,0.49461042881011963
4319,0.113314286,1,CNV,1,0,0.5667788982391357
4322,0.07318051,1,CNV,1,0,0.6713964939117432
4323,0.04579991,1,CNV,1,0,0.6108828186988831
4324,0.046203107,1,CNV,1,0,0.5461142659187317
4326,0.12017247,1,CNV,1,0,0.4494265019893646
4328,0.17123489,1,CNV,1,0,0.7156239151954651
4332,0.12264085,1,CNV,1,0,0.4664842486381531
4333,0.13905148,1,CNV,1,0,0.6481104493141174
4334,0.06591429,1,CNV,1,0,0.651403546333313
4344,0.64992255,0,CNV,2,1,0.5264265537261963
4345,0.08407986,1,CNV,1,0,0.49292823672294617
4351,0.11957217,1,CNV,1,0,0.7319927215576172
4353,0.6875554,0,CNV,2,1,0.5315477252006531
4354,0.078684665,1,CNV,1,0,0.6264592409133911
4355,0.2643441,1,CNV,1,0,0.4875320792198181
4357,0.06963582,1,CNV,1,0,0.7112594246864319
4360,0.028367087,1,CNV,1,0,0.24254615604877472
4361,0.113994524,1,CNV,1,0,0.592930793762207
4366,0.049279563,1,CNV,1,0,0.4745505452156067
4371,0.25781944,1,CNV,1,0,0.7865872979164124
4373,0.048516735,1,CNV,1,0,0.6056643128395081
4376,0.3422722,1,CNV,1,0,0.5389837622642517
4379,0.1628687,1,CNV,1,0,0.444798082113266
4381,0.054661702,1,CNV,1,0,0.6275709867477417
4386,0.13039885,1,CNV,1,0,0.5597111582756042
4387,0.021601513,1,CNV,1,0,0.510680079460144
4389,0.06108068,1,CNV,1,0,0.4756419360637665
4390,0.15166818,1,CNV,1,0,0.548613429069519
4392,0.26690322,1,CNV,1,0,0.5606648921966553
4396,0.10257928,1,CNV,1,0,0.5808815956115723
4398,0.12055235,1,CNV,1,0,0.5448984503746033
4399,0.9199785,0,CNV,2,1,0.39237332344055176
4401,0.21039663,1,CNV,1,0,0.7187094688415527
4402,0.031134719,1,CNV,1,0,0.5283311009407043
4403,0.168998,1,CNV,1,0,0.475737065076828
4406,0.3295692,1,CNV,1,0,0.6484379768371582
4407,0.08211483,1,CNV,1,0,0.5529558062553406
4412,0.098468505,1,CNV,1,0,0.47086238861083984
4413,0.24562794,1,CNV,1,0,0.5268769860267639
4415,0.052691024,1,CNV,1,0,0.40073779225349426
4418,0.038305584,1,CNV,1,0,0.19234277307987213
4419,0.63823193,0,CNV,2,1,0.7242287397384644
4422,0.1279769,1,CNV,1,0,0.7324984669685364
4423,0.09822398,1,CNV,1,0,0.7319272756576538
4426,0.1554016,1,CNV,1,0,0.47264888882637024
4429,0.08664703,1,CNV,1,0,0.5148363709449768
4432,0.14061236,1,CNV,1,0,0.6018881797790527
4435,0.15465893,1,CNV,1,0,0.4962749779224396
4444,0.0722691,1,CNV,1,0,0.6086916923522949
4446,0.08430554,1,CNV,1,0,0.5992853045463562
4450,0.07119885,1,CNV,1,0,0.6400595307350159
4452,0.08628669,1,CNV,1,0,0.6881201267242432
4454,0.090001814,1,CNV,1,0,0.6957745552062988
4456,0.016172545,1,CNV,1,0,0.5742318034172058
4457,0.113695644,1,CNV,1,0,0.46745216846466064
4460,0.0662992,1,CNV,1,0,0.43332797288894653
4462,0.03187071,1,CNV,1,0,0.46208053827285767
4464,0.11395016,1,CNV,1,0,0.5974449515342712
4468,0.47199175,1,CNV,1,0,0.5210715532302856
4473,0.10778317,1,CNV,1,0,0.6121894121170044
4474,0.1628496,1,CNV,1,0,0.6688187718391418
4476,0.02576653,1,CNV,1,0,0.24743236601352692
4477,0.04367186,1,CNV,1,0,0.6915491223335266
4480,0.024336077,1,CNV,1,0,0.5408888459205627
4481,0.10333706,1,CNV,1,0,0.4915931224822998
4484,0.025785418,1,CNV,1,0,0.23889495432376862
4486,0.25953043,1,CNV,1,0,0.5573181509971619
4491,0.2646184,1,CNV,1,0,0.613231360912323
4492,0.24925369,1,CNV,1,0,0.6322637796401978
4495,0.18845661,1,CNV,1,0,0.4107246696949005
4497,0.027255986,1,CNV,1,0,0.7246524691581726
4498,0.025749426,1,CNV,1,0,0.6853992938995361
4499,0.088817395,1,CNV,1,0,0.4954111576080322
4501,0.19806017,1,CNV,1,0,0.5947897434234619
4502,0.026138933,1,CNV,1,0,0.13869155943393707
4504,0.13761348,1,CNV,1,0,0.39641857147216797
4507,0.038636692,1,CNV,1,0,0.7164573669433594
4510,0.036021773,1,CNV,1,0,0.29827719926834106
4519,0.014355328,1,CNV,1,0,0.4562673270702362
4521,0.0685083,1,CNV,1,0,0.42288073897361755
4530,0.10187361,1,CNV,1,0,0.5169823169708252
4532,0.14403939,1,CNV,1,0,0.6596831679344177
4533,0.0427661,1,CNV,1,0,0.5748129487037659
4535,0.22756621,1,CNV,1,0,0.6280337572097778
4538,0.31198058,1,CNV,1,0,0.6347816586494446
4542,0.014005769,1,CNV,1,0,0.5980322360992432
4546,0.15525535,1,CNV,1,0,0.5690388083457947
4547,0.12406492,1,CNV,1,0,0.5955967307090759
4548,0.12756923,1,CNV,1,0,0.6868045330047607
4549,0.05127146,1,CNV,1,0,0.304560124874115
4553,0.02866454,1,CNV,1,0,0.5875434875488281
4554,0.0670101,1,CNV,1,0,0.5183814167976379
4555,0.09760254,1,CNV,1,0,0.44889184832572937
4556,0.051341213,1,CNV,1,0,0.6157591342926025
4558,0.05728518,1,CNV,1,0,0.5516141653060913
4562,0.05060493,1,CNV,1,0,0.6902373433113098
4566,0.07326075,1,CNV,1,0,0.6191475987434387
4569,0.074489556,1,CNV,1,0,0.7264187335968018
4571,0.04807268,1,CNV,1,0,0.5767654776573181
4573,0.11395547,1,CNV,1,0,0.6627340316772461
4575,0.06022042,1,CNV,1,0,0.6236024498939514
4576,0.033575736,1,CNV,1,0,0.317846417427063
4580,0.026922595,1,CNV,1,0,0.3413721024990082
4585,0.17151476,1,CNV,1,0,0.37762650847435
4587,0.10926255,1,CNV,1,0,0.6602981090545654
4588,0.029443983,1,CNV,1,0,0.7267924547195435
4590,0.04506222,1,CNV,1,0,0.5653612017631531
4591,0.11890734,1,CNV,1,0,0.5919276475906372
4593,0.06980859,1,CNV,1,0,0.6748855113983154
4594,0.09029495,1,CNV,1,0,0.5048091411590576
4597,0.022509871,1,CNV,1,0,0.19532306492328644
4598,0.113158986,1,CNV,1,0,0.6518293023109436
4601,0.049995158,1,CNV,1,0,0.6736192107200623
4602,0.059762873,1,CNV,1,0,0.6564093232154846
4605,0.018280666,0,CNV,1,0,0.01858557015657425
