true_class,true_cls_nm,pred_set,set_size,covered,is_multi,global_idx,pairing_group,entropy,confidence,loc_score
2,DRUSEN,['DRUSEN'],1,1,0,7964,Singleton,0.4308657,0.84658086,0.785912036895752
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,7965,DRUSEN_NORMAL,0.58908296,0.75299144,0.792256236076355
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,7966,DRUSEN_NORMAL,0.63077426,0.7164836,0.4275735318660736
2,DRUSEN,['DRUSEN'],1,1,0,7968,Singleton,0.23984675,0.9352938,0.5266585350036621
2,DRUSEN,['DRUSEN'],1,1,0,7969,Singleton,0.11197236,0.97983897,0.5362204313278198
2,DRUSEN,['DRUSEN'],1,1,0,7973,Singleton,0.19497456,0.9515823,0.6692849397659302
2,DRUSEN,['DRUSEN'],1,1,0,7974,Singleton,0.42742926,0.8478243,0.7788320779800415
2,DRUSEN,['DRUSEN'],1,1,0,7975,Singleton,0.21740444,0.9435025,0.5498971343040466
2,DRUSEN,['DRUSEN'],1,1,0,7976,Singleton,0.28292194,0.93063486,0.5138989686965942
2,DRUSEN,['DRUSEN'],1,1,0,7977,Singleton,0.24298553,0.9385626,0.6166868209838867
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,7978,DRUSEN_NORMAL,0.7123051,0.5576199,0.7047412395477295
2,DRUSEN,['DRUSEN'],1,1,0,7981,Singleton,0.2359162,0.93866694,0.7843999266624451
2,DRUSEN,['DRUSEN'],1,1,0,7986,Singleton,0.41214406,0.89398223,0.41888687014579773
2,DRUSEN,['CNV'],1,0,0,7988,Other,0.19925173,0.95267904,0.23319120705127716
2,DRUSEN,['DRUSEN'],1,1,0,7998,Singleton,0.14066802,0.9683042,0.44898098707199097
2,DRUSEN,['DRUSEN'],1,1,0,8000,Singleton,0.2859756,0.9208968,0.8299383521080017
2,DRUSEN,['DRUSEN'],1,1,0,8002,Singleton,0.37946984,0.87386346,0.7327297329902649
2,DRUSEN,['DRUSEN'],1,1,0,8003,Singleton,0.40102592,0.87633723,0.7486636638641357
2,DRUSEN,['DRUSEN'],1,1,0,8005,Singleton,0.23799792,0.9376464,0.663786768913269
2,DRUSEN,['DRUSEN'],1,1,0,8006,Singleton,0.3137635,0.9054461,0.6682526469230652
2,DRUSEN,['DRUSEN'],1,1,0,8008,Singleton,0.26554325,0.9254313,0.5448563098907471
2,DRUSEN,['DRUSEN'],1,1,0,8009,Singleton,0.19803306,0.9505689,0.5512279272079468
2,DRUSEN,['DRUSEN'],1,1,0,8014,Singleton,0.21877232,0.9443605,0.7652957439422607
2,DRUSEN,['DRUSEN'],1,1,0,8020,Singleton,0.45159012,0.83318156,0.6774189472198486
2,DRUSEN,['DRUSEN'],1,1,0,8021,Singleton,0.35392174,0.8879454,0.6256647109985352
2,DRUSEN,['DRUSEN'],1,1,0,8022,Singleton,0.07570461,0.9867671,0.5430170893669128
2,DRUSEN,['DRUSEN'],1,1,0,8023,Singleton,0.06481773,0.98933744,0.7742581367492676
2,DRUSEN,['DRUSEN'],1,1,0,8024,Singleton,0.33230427,0.89679754,0.5539813041687012
2,DRUSEN,['DRUSEN'],1,1,0,8028,Singleton,0.1622422,0.9661604,0.7604222893714905
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8031,CNV_DRUSEN,0.559539,0.7610234,0.6550093293190002
2,DRUSEN,['DRUSEN'],1,1,0,8032,Singleton,0.34116754,0.8930085,0.7149590849876404
2,DRUSEN,['DRUSEN'],1,1,0,8042,Singleton,0.19371061,0.95508575,0.5465750098228455
2,DRUSEN,['DRUSEN'],1,1,0,8043,Singleton,0.4149609,0.8748352,0.7283865213394165
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8046,DRUSEN_NORMAL,0.71474934,0.6016623,0.6952577233314514
2,DRUSEN,['DRUSEN'],1,1,0,8048,Singleton,0.34310597,0.89179665,0.691421389579773
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8049,CNV_DRUSEN,0.6319888,0.68837845,0.4487210810184479
2,DRUSEN,['DRUSEN'],1,1,0,8050,Singleton,0.13919766,0.97007936,0.7338215112686157
2,DRUSEN,['DRUSEN'],1,1,0,8052,Singleton,0.21357709,0.9450746,0.6553131341934204
2,DRUSEN,['NORMAL'],1,0,0,8054,Other,0.39761055,0.8820244,0.7147788405418396
2,DRUSEN,['DRUSEN'],1,1,0,8055,Singleton,0.3126043,0.9066055,0.5061704516410828
2,DRUSEN,['DRUSEN'],1,1,0,8057,Singleton,0.370589,0.87892073,0.6332993507385254
2,DRUSEN,['DRUSEN'],1,1,0,8063,Singleton,0.275454,0.92199653,0.697972297668457
2,DRUSEN,['DRUSEN'],1,1,0,8065,Singleton,0.2597333,0.9445698,0.7946650385856628
2,DRUSEN,['DRUSEN'],1,1,0,8066,Singleton,0.20989048,0.9547049,0.7636500000953674
2,DRUSEN,['DRUSEN'],1,1,0,8067,Singleton,0.12157908,0.9762412,0.4790234863758087
2,DRUSEN,['DRUSEN'],1,1,0,8068,Singleton,0.45400992,0.8315654,0.6937808990478516
2,DRUSEN,['DRUSEN'],1,1,0,8071,Singleton,0.16961055,0.9655826,0.6444571018218994
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8074,DRUSEN_NORMAL,0.6163576,0.7038158,0.6193874478340149
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8076,DRUSEN_NORMAL,0.61491406,0.7159186,0.6334652900695801
2,DRUSEN,['DRUSEN'],1,1,0,8077,Singleton,0.20703205,0.9479422,0.44582003355026245
2,DRUSEN,['DRUSEN'],1,1,0,8078,Singleton,0.22452632,0.94106567,0.5540032386779785
2,DRUSEN,['DRUSEN'],1,1,0,8085,Singleton,0.32362574,0.9009354,0.5614690184593201
2,DRUSEN,"['DME', 'DRUSEN']",2,1,1,8086,Other,0.73929596,0.73048097,0.5473337769508362
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8087,CNV_DRUSEN,0.5684071,0.74718016,0.6444020867347717
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8096,CNV_DRUSEN,0.6828664,0.6161512,0.587103545665741
2,DRUSEN,['DRUSEN'],1,1,0,8097,Singleton,0.076148584,0.98598886,0.649531364440918
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8098,DRUSEN_NORMAL,0.5581508,0.7662154,0.6410990357398987
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8104,CNV_DRUSEN,0.5251953,0.7820348,0.613667368888855
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8105,DRUSEN_NORMAL,0.5502405,0.7713833,0.593403160572052
2,DRUSEN,['DRUSEN'],1,1,0,8106,Singleton,0.13191903,0.9757224,0.7239949107170105
2,DRUSEN,['DRUSEN'],1,1,0,8108,Singleton,0.3997849,0.86358637,0.6404989957809448
2,DRUSEN,['DRUSEN'],1,1,0,8109,Singleton,0.28946036,0.9361602,0.408269464969635
2,DRUSEN,['DRUSEN'],1,1,0,8110,Singleton,0.18510692,0.9549743,0.7224287986755371
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8111,DRUSEN_NORMAL,0.6389812,0.708189,0.8087853789329529
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8113,CNV_DRUSEN,0.5594681,0.7569823,0.7020168304443359
2,DRUSEN,['DRUSEN'],1,1,0,8115,Singleton,0.17154625,0.95891863,0.5130801200866699
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8116,DRUSEN_NORMAL,0.5780603,0.7580996,0.5163846611976624
2,DRUSEN,['DRUSEN'],1,1,0,8117,Singleton,0.14849325,0.9672178,0.5895592570304871
2,DRUSEN,['DRUSEN'],1,1,0,8119,Singleton,0.28525484,0.9175566,0.6376973986625671
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8122,CNV_DRUSEN,0.7102843,0.56017977,0.7482894659042358
2,DRUSEN,['DRUSEN'],1,1,0,8127,Singleton,0.3187938,0.9061456,0.6279433965682983
2,DRUSEN,['DRUSEN'],1,1,0,8128,Singleton,0.21424626,0.9527449,0.7593936920166016
2,DRUSEN,['DRUSEN'],1,1,0,8130,Singleton,0.21108823,0.9461065,0.6759384870529175
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8132,CNV_DRUSEN,0.5183411,0.78708196,0.42693284153938293
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8133,CNV_DRUSEN,0.6049754,0.70953804,0.5791207551956177
2,DRUSEN,['DRUSEN'],1,1,0,8136,Singleton,0.40149575,0.88720405,0.6306129097938538
2,DRUSEN,['DRUSEN'],1,1,0,8137,Singleton,0.20636308,0.9484683,0.7145353555679321
2,DRUSEN,['DRUSEN'],1,1,0,8138,Singleton,0.4930332,0.8064621,0.5264097452163696
2,DRUSEN,['DRUSEN'],1,1,0,8140,Singleton,0.37772202,0.8746199,0.7326428890228271
2,DRUSEN,['DRUSEN'],1,1,0,8142,Singleton,0.25664842,0.92900103,0.7713964581489563
2,DRUSEN,['DRUSEN'],1,1,0,8145,Singleton,0.18462843,0.9579541,0.7057226300239563
2,DRUSEN,['DRUSEN'],1,1,0,8149,Singleton,0.34669146,0.8918307,0.7577570080757141
2,DRUSEN,['DRUSEN'],1,1,0,8154,Singleton,0.18049213,0.9588258,0.7055362462997437
2,DRUSEN,['DRUSEN'],1,1,0,8155,Singleton,0.29326972,0.9328439,0.7194557785987854
2,DRUSEN,['DRUSEN'],1,1,0,8156,Singleton,0.33423588,0.8961271,0.5483335852622986
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8161,CNV_DRUSEN,0.5496025,0.7654542,0.6173487901687622
2,DRUSEN,['DRUSEN'],1,1,0,8162,Singleton,0.13507935,0.970751,0.44399943947792053
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8165,CNV_DRUSEN,0.55740774,0.7566979,0.7063032984733582
2,DRUSEN,['DRUSEN'],1,1,0,8171,Singleton,0.46662825,0.83828074,0.5931570529937744
2,DRUSEN,['DRUSEN'],1,1,0,8173,Singleton,0.4012579,0.86377525,0.7230556011199951
2,DRUSEN,['DRUSEN'],1,1,0,8177,Singleton,0.27427512,0.9239349,0.6334502100944519
2,DRUSEN,['DRUSEN'],1,1,0,8181,Singleton,0.20568937,0.9489843,0.6731976866722107
2,DRUSEN,['DRUSEN'],1,1,0,8183,Singleton,0.47989824,0.81917936,0.6962933540344238
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8184,CNV_DRUSEN,0.7113529,0.5404168,0.6679760813713074
2,DRUSEN,['DRUSEN'],1,1,0,8186,Singleton,0.19403195,0.9530664,0.7893491387367249
2,DRUSEN,['DRUSEN'],1,1,0,8198,Singleton,0.31624448,0.9073096,0.591399610042572
2,DRUSEN,['DRUSEN'],1,1,0,8202,Singleton,0.09968339,0.9807937,0.7267089486122131
2,DRUSEN,['DRUSEN'],1,1,0,8207,Singleton,0.40331045,0.8610662,0.6702529191970825
2,DRUSEN,['DRUSEN'],1,1,0,8208,Singleton,0.45610976,0.8312313,0.7498228549957275
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8212,DRUSEN_NORMAL,0.6090812,0.7324756,0.6554163098335266
2,DRUSEN,['DRUSEN'],1,1,0,8214,Singleton,0.38092762,0.8929715,0.6341786980628967
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8217,CNV_DRUSEN,0.5462545,0.7694222,0.7732405662536621
2,DRUSEN,['DRUSEN'],1,1,0,8220,Singleton,0.21303748,0.9451664,0.6545533537864685
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8221,DRUSEN_NORMAL,0.7145418,0.5964077,0.6150807738304138
2,DRUSEN,['DRUSEN'],1,1,0,8225,Singleton,0.43170598,0.8594628,0.18306350708007812
2,DRUSEN,['DRUSEN'],1,1,0,8227,Singleton,0.42272264,0.85019034,0.7263907194137573
2,DRUSEN,['DRUSEN'],1,1,0,8235,Singleton,0.17551796,0.9618441,0.419918417930603
2,DRUSEN,['DRUSEN'],1,1,0,8238,Singleton,0.32400838,0.9008405,0.7865502834320068
2,DRUSEN,['DRUSEN'],1,1,0,8242,Singleton,0.362235,0.88379496,0.569298267364502
2,DRUSEN,['DRUSEN'],1,1,0,8244,Singleton,0.293537,0.9204145,0.6004147529602051
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8249,CNV_DRUSEN,0.6444879,0.6627802,0.6129549145698547
2,DRUSEN,['DRUSEN'],1,1,0,8250,Singleton,0.15919517,0.96273965,0.7398863434791565
2,DRUSEN,['DRUSEN'],1,1,0,8251,Singleton,0.33273166,0.8999452,0.6518803238868713
2,DRUSEN,['DRUSEN'],1,1,0,8252,Singleton,0.13572028,0.97010714,0.6841751337051392
2,DRUSEN,['DRUSEN'],1,1,0,8254,Singleton,0.25458935,0.9297602,0.5844665765762329
2,DRUSEN,['DRUSEN'],1,1,0,8256,Singleton,0.14414194,0.9675391,0.7443118095397949
2,DRUSEN,['DRUSEN'],1,1,0,8261,Singleton,0.12684144,0.97312135,0.7610448002815247
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8262,DRUSEN_NORMAL,0.5905697,0.75261825,0.7290661931037903
2,DRUSEN,['DRUSEN'],1,1,0,8264,Singleton,0.04451432,0.9930196,0.5253757238388062
2,DRUSEN,['DRUSEN'],1,1,0,8268,Singleton,0.18734668,0.96335006,0.7318110466003418
2,DRUSEN,['DRUSEN'],1,1,0,8269,Singleton,0.2250197,0.9407544,0.43888285756111145
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8271,DRUSEN_NORMAL,0.58304095,0.74818945,0.6666432023048401
2,DRUSEN,['DRUSEN'],1,1,0,8275,Singleton,0.30166462,0.9106434,0.5025817155838013
2,DRUSEN,['DRUSEN'],1,1,0,8278,Singleton,0.4956774,0.8100491,0.4585946798324585
2,DRUSEN,['DRUSEN'],1,1,0,8280,Singleton,0.3127723,0.9095591,0.6447556614875793
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8282,CNV_DRUSEN,0.54599667,0.7786028,0.7079930305480957
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8287,DRUSEN_NORMAL,0.62591946,0.70097643,0.8119089007377625
2,DRUSEN,['DRUSEN'],1,1,0,8290,Singleton,0.11500478,0.97993386,0.7221730947494507
2,DRUSEN,['DRUSEN'],1,1,0,8291,Singleton,0.23287384,0.9468225,0.6577184200286865
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8294,DRUSEN_NORMAL,0.686568,0.6165817,0.6639178991317749
2,DRUSEN,['DRUSEN'],1,1,0,8295,Singleton,0.2348045,0.9378087,0.5450468063354492
2,DRUSEN,['DRUSEN'],1,1,0,8296,Singleton,0.4621559,0.83285975,0.6240367889404297
2,DRUSEN,['DRUSEN'],1,1,0,8299,Singleton,0.38262308,0.8730618,0.7747668027877808
2,DRUSEN,['DRUSEN'],1,1,0,8300,Singleton,0.6050192,0.8077118,0.7593164443969727
2,DRUSEN,['DRUSEN'],1,1,0,8302,Singleton,0.1939135,0.9608843,0.5090945959091187
2,DRUSEN,['DRUSEN'],1,1,0,8303,Singleton,0.31876844,0.9282987,0.6349673867225647
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8309,CNV_DRUSEN,0.6052141,0.71939224,0.5601743459701538
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8311,CNV_DRUSEN,0.5203871,0.7863459,0.7364835739135742
2,DRUSEN,['DRUSEN'],1,1,0,8312,Singleton,0.36629453,0.88091004,0.7507331371307373
2,DRUSEN,['DRUSEN'],1,1,0,8313,Singleton,0.22407019,0.9421759,0.77373206615448
2,DRUSEN,['DRUSEN'],1,1,0,8315,Singleton,0.34500483,0.8938032,0.5771235227584839
2,DRUSEN,['DRUSEN'],1,1,0,8318,Singleton,0.085221514,0.98331726,0.63563072681427
2,DRUSEN,['DRUSEN'],1,1,0,8323,Singleton,0.14543115,0.97113115,0.5394896864891052
2,DRUSEN,['DRUSEN'],1,1,0,8325,Singleton,0.36669576,0.8840705,0.7187490463256836
2,DRUSEN,['DRUSEN'],1,1,0,8327,Singleton,0.27203298,0.9233376,0.6496539115905762
2,DRUSEN,['DRUSEN'],1,1,0,8328,Singleton,0.21186389,0.9456476,0.44437161087989807
2,DRUSEN,['DRUSEN'],1,1,0,8329,Singleton,0.5036444,0.80007666,0.22686390578746796
2,DRUSEN,['DRUSEN'],1,1,0,8331,Singleton,0.24702562,0.93255675,0.6527128219604492
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8332,DRUSEN_NORMAL,0.68376946,0.6050845,0.5994426012039185
2,DRUSEN,['DRUSEN'],1,1,0,8334,Singleton,0.37728167,0.8759967,0.5148173570632935
2,DRUSEN,['DME'],1,0,0,8335,Other,0.7858435,0.7605746,0.2606925070285797
2,DRUSEN,['DRUSEN'],1,1,0,8336,Singleton,0.3786184,0.87425786,0.7391688227653503
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8338,CNV_DRUSEN,0.74234307,0.55176353,0.5902729034423828
2,DRUSEN,['DRUSEN'],1,1,0,8340,Singleton,0.09448614,0.9810064,0.5901620388031006
2,DRUSEN,['DRUSEN'],1,1,0,8341,Singleton,0.15968823,0.9702517,0.7365688681602478
2,DRUSEN,['DRUSEN'],1,1,0,8346,Singleton,0.27614233,0.9224712,0.7316747307777405
2,DRUSEN,['DRUSEN'],1,1,0,8347,Singleton,0.29197502,0.9345145,0.7469791173934937
2,DRUSEN,['DRUSEN'],1,1,0,8350,Singleton,0.15350313,0.9649593,0.6261848211288452
2,DRUSEN,['DRUSEN'],1,1,0,8351,Singleton,0.39777386,0.88041043,0.6719236373901367
2,DRUSEN,['DRUSEN'],1,1,0,8353,Singleton,0.35503528,0.8872495,0.7591848969459534
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8357,CNV_DRUSEN,0.60679746,0.71422064,0.6730114221572876
2,DRUSEN,['DRUSEN'],1,1,0,8358,Singleton,0.36606225,0.880596,0.6856051087379456
2,DRUSEN,['DRUSEN'],1,1,0,8359,Singleton,0.18465321,0.95472383,0.6043709516525269
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8364,CNV_DRUSEN,0.6600729,0.65178853,0.5633349418640137
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8367,DRUSEN_NORMAL,0.7878283,0.70010453,0.8652802109718323
2,DRUSEN,['DRUSEN'],1,1,0,8369,Singleton,0.05605538,0.9901202,0.5740898847579956
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8374,CNV_DRUSEN,0.62685525,0.69851226,0.7085459232330322
2,DRUSEN,['DRUSEN'],1,1,0,8376,Singleton,0.31433636,0.90516686,0.6006209254264832
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8379,DRUSEN_NORMAL,0.5533463,0.7888197,0.6823918223381042
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8384,DRUSEN_NORMAL,0.69148374,0.6245887,0.5976288318634033
2,DRUSEN,['DRUSEN'],1,1,0,8390,Singleton,0.2335494,0.93882805,0.7155544757843018
2,DRUSEN,['DRUSEN'],1,1,0,8392,Singleton,0.024349816,0.9964118,0.7746574878692627
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8393,CNV_DRUSEN,0.5414769,0.77030617,0.5479037165641785
2,DRUSEN,['DRUSEN'],1,1,0,8395,Singleton,0.30922246,0.90718734,0.6913056373596191
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8396,CNV_DRUSEN,0.4958885,0.80511737,0.6043867468833923
2,DRUSEN,['DRUSEN'],1,1,0,8399,Singleton,0.067061126,0.9877006,0.7464489340782166
2,DRUSEN,['DRUSEN'],1,1,0,8402,Singleton,0.19969246,0.9501432,0.5145744681358337
2,DRUSEN,['DRUSEN'],1,1,0,8403,Singleton,0.2679102,0.9316732,0.591292679309845
2,DRUSEN,['DRUSEN'],1,1,0,8407,Singleton,0.4035399,0.863394,0.5264396667480469
2,DRUSEN,['DRUSEN'],1,1,0,8408,Singleton,0.2459404,0.93451875,0.615273654460907
2,DRUSEN,['DRUSEN'],1,1,0,8409,Singleton,0.31619212,0.90653807,0.6995239853858948
2,DRUSEN,['DRUSEN'],1,1,0,8414,Singleton,0.3075018,0.909407,0.6623897552490234
2,DRUSEN,['DRUSEN'],1,1,0,8415,Singleton,0.3633715,0.88690966,0.7367274761199951
2,DRUSEN,['DRUSEN'],1,1,0,8420,Singleton,0.35506237,0.8872549,0.7010024189949036
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8421,CNV_DRUSEN,0.6729448,0.61363095,0.6848176717758179
2,DRUSEN,['DRUSEN'],1,1,0,8422,Singleton,0.17997153,0.962486,0.7283843159675598
2,DRUSEN,['DRUSEN'],1,1,0,8423,Singleton,0.13118817,0.9766252,0.67428058385849
2,DRUSEN,['DRUSEN'],1,1,0,8425,Singleton,0.37118244,0.87828773,0.5969589948654175
2,DRUSEN,['DRUSEN'],1,1,0,8427,Singleton,0.39579898,0.86582345,0.6852678656578064
2,DRUSEN,['DRUSEN'],1,1,0,8429,Singleton,0.092856005,0.9835673,0.7084491848945618
2,DRUSEN,['DRUSEN'],1,1,0,8432,Singleton,0.5054738,0.80078673,0.7008230686187744
2,DRUSEN,['DRUSEN'],1,1,0,8434,Singleton,0.41942677,0.85412824,0.6579697728157043
2,DRUSEN,['DRUSEN'],1,1,0,8436,Singleton,0.14298244,0.9682761,0.7141329646110535
2,DRUSEN,['DRUSEN'],1,1,0,8438,Singleton,0.271099,0.9248736,0.438362181186676
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8439,CNV_DRUSEN,0.5980875,0.7195919,0.7382074594497681
2,DRUSEN,['DRUSEN'],1,1,0,8446,Singleton,0.22463335,0.94109046,0.5052080154418945
2,DRUSEN,['DRUSEN'],1,1,0,8448,Singleton,0.49314064,0.8065918,0.39949774742126465
2,DRUSEN,['DRUSEN'],1,1,0,8449,Singleton,0.43174037,0.84579,0.7211285829544067
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8453,CNV_DRUSEN,0.5465105,0.7795237,0.6023861765861511
2,DRUSEN,['DRUSEN'],1,1,0,8456,Singleton,0.37807855,0.87567866,0.7540647983551025
2,DRUSEN,['DRUSEN'],1,1,0,8463,Singleton,0.34191623,0.91156363,0.5006324052810669
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8465,CNV_DRUSEN,0.5532435,0.7630662,0.6290384531021118
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8469,CNV_DRUSEN,0.5681003,0.7477066,0.6286742687225342
2,DRUSEN,['DRUSEN'],1,1,0,8472,Singleton,0.4043,0.86233497,0.32593047618865967
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8474,DRUSEN_NORMAL,0.7014659,0.60556024,0.6606678366661072
2,DRUSEN,['DRUSEN'],1,1,0,8476,Singleton,0.32559308,0.91362745,0.5434656739234924
2,DRUSEN,['NORMAL'],1,0,0,8477,Other,0.41434366,0.8927565,0.7758035063743591
2,DRUSEN,['NORMAL'],1,0,0,8478,Other,0.35683239,0.889091,0.6450644731521606
2,DRUSEN,['DRUSEN'],1,1,0,8481,Singleton,0.48301962,0.81292653,0.6211437582969666
2,DRUSEN,['DRUSEN'],1,1,0,8490,Singleton,0.3667937,0.8880699,0.713546633720398
2,DRUSEN,['DRUSEN'],1,1,0,8492,Singleton,0.24982575,0.9443163,0.7210678458213806
2,DRUSEN,['DRUSEN'],1,1,0,8495,Singleton,0.26424187,0.93762183,0.7483975887298584
2,DRUSEN,['DRUSEN'],1,1,0,8496,Singleton,0.28715536,0.9199981,0.4528621435165405
2,DRUSEN,['DRUSEN'],1,1,0,8502,Singleton,0.5231453,0.80956876,0.7076985836029053
2,DRUSEN,['DRUSEN'],1,1,0,8505,Singleton,0.41631457,0.8575499,0.6776204705238342
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8510,CNV_DRUSEN,0.5750083,0.74457896,0.4517461657524109
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8511,DRUSEN_NORMAL,0.6028865,0.77645415,0.6862484216690063
2,DRUSEN,['DRUSEN'],1,1,0,8514,Singleton,0.33277518,0.9020561,0.6691402196884155
2,DRUSEN,['DRUSEN'],1,1,0,8516,Singleton,0.41761693,0.854071,0.6067922115325928
2,DRUSEN,['DRUSEN'],1,1,0,8517,Singleton,0.4591548,0.83314097,0.6580666899681091
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8519,CNV_DRUSEN,0.6589982,0.6454757,0.5678916573524475
2,DRUSEN,['DRUSEN'],1,1,0,8520,Singleton,0.2604039,0.9284576,0.6663107872009277
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8525,CNV_DRUSEN,0.570148,0.756877,0.7291527986526489
2,DRUSEN,['DRUSEN'],1,1,0,8526,Singleton,0.27870926,0.9202276,0.5257503390312195
2,DRUSEN,['DRUSEN'],1,1,0,8529,Singleton,0.2973764,0.91284734,0.37837889790534973
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8530,CNV_DRUSEN,0.64518815,0.6617205,0.5519435405731201
2,DRUSEN,['DRUSEN'],1,1,0,8534,Singleton,0.19714098,0.95671415,0.6761735081672668
2,DRUSEN,['DRUSEN'],1,1,0,8536,Singleton,0.42394087,0.84976596,0.5469897985458374
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8538,CNV_DRUSEN,0.5634325,0.7502261,0.6195430755615234
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8541,CNV_DRUSEN,0.7154765,0.595685,0.7990997433662415
2,DRUSEN,['DRUSEN'],1,1,0,8543,Singleton,0.29161677,0.91510904,0.5822315216064453
2,DRUSEN,['DRUSEN'],1,1,0,8546,Singleton,0.10514796,0.9788614,0.6001380085945129
2,DRUSEN,['DRUSEN'],1,1,0,8549,Singleton,0.27743298,0.92092407,0.6780238747596741
2,DRUSEN,['DRUSEN'],1,1,0,8552,Singleton,0.4359504,0.8435372,0.5947185754776001
2,DRUSEN,['DRUSEN'],1,1,0,8555,Singleton,0.25175697,0.94305575,0.7354881763458252
2,DRUSEN,['DRUSEN'],1,1,0,8557,Singleton,0.1891737,0.95326513,0.633070170879364
2,DRUSEN,['DRUSEN'],1,1,0,8559,Singleton,0.13190885,0.9710754,0.5480583310127258
2,DRUSEN,['DRUSEN'],1,1,0,8561,Singleton,0.37048274,0.8945565,0.731916606426239
2,DRUSEN,['DRUSEN'],1,1,0,8562,Singleton,0.46888444,0.8292689,0.7564958930015564
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8564,DRUSEN_NORMAL,0.6934117,0.57018566,0.7872390151023865
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8566,DRUSEN_NORMAL,0.69391286,0.59762675,0.6159606575965881
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8567,CNV_DRUSEN,0.5987322,0.7452378,0.4202485978603363
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8568,CNV_DRUSEN,0.5563266,0.7818819,0.7030690312385559
2,DRUSEN,['DRUSEN'],1,1,0,8570,Singleton,0.3291149,0.89856076,0.5933443307876587
2,DRUSEN,['DRUSEN'],1,1,0,8577,Singleton,0.46965683,0.82139033,0.7028571963310242
2,DRUSEN,['DRUSEN'],1,1,0,8578,Singleton,0.19595122,0.95983666,0.6505491137504578
2,DRUSEN,['DRUSEN'],1,1,0,8579,Singleton,0.23206025,0.9460427,0.7244757413864136
